,Experiment,Compound A Concentration,Compound B Concentration,Cell Population,Mean Count,Std Count
28,subject_0:compound_1:compound_7,1000,225.0,Neutrophils,43.66666666666666,4.725815626252609
29,subject_0:compound_1:compound_7,1000,225.0,Total Blasts,3478.0,86.74675786448736
30,subject_0:compound_1:NA,10000,NA,CD3+ T cells,190.0,23.302360395462088
31,subject_0:compound_1:NA,10000,NA,CD66b+ Granulocytes,21.0,8.18535277187245
32,subject_0:compound_1:NA,10000,NA,Erythrocytes,153.66666666666666,22.479620400116488
33,subject_0:compound_1:NA,10000,NA,Lymphocytes,265.6666666666667,23.79775899813538
34,subject_0:compound_1:NA,10000,NA,Neutrophils,21.33333333333333,7.767453465154029
35,subject_0:compound_1:NA,10000,NA,Total Blasts,1506.6666666666667,54.93025881363871
36,subject_0:compound_1:NA,31,NA,CD3+ T cells,205.0,29.30870177950569
37,subject_0:compound_1:NA,31,NA,CD66b+ Granulocytes,28.666666666666668,5.686240703077327
38,subject_0:compound_1:NA,31,NA,Erythrocytes,26.666666666666668,3.055050463303893
39,subject_0:compound_1:NA,31,NA,Lymphocytes,338.0,51.507281038703645
40,subject_0:compound_1:NA,31,NA,Neutrophils,29.0,5.5677643628300215
41,subject_0:compound_1:NA,31,NA,Total Blasts,11056.333333333334,633.7194437078078
42,subject_0:compound_1:NA,316,NA,CD3+ T cells,207.66666666666663,16.289055630494158
43,subject_0:compound_1:NA,316,NA,CD66b+ Granulocytes,32.0,6.557438524302
44,subject_0:compound_1:NA,316,NA,Erythrocytes,29.0,5.5677643628300215
45,subject_0:compound_1:NA,316,NA,Lymphocytes,369.6666666666667,58.44940832321003
46,subject_0:compound_1:NA,316,NA,Neutrophils,33.333333333333336,7.023769168568493
47,subject_0:compound_1:NA,316,NA,Total Blasts,10329.0,265.2036952985384
48,subject_0:compound_1:NA,3160,NA,CD3+ T cells,196.33333333333331,16.010413278030438
49,subject_0:compound_1:NA,3160,NA,CD66b+ Granulocytes,28.0,9.0
50,subject_0:compound_1:NA,3160,NA,Erythrocytes,43.0,14.422205101855956
51,subject_0:compound_1:NA,3160,NA,Lymphocytes,331.0,9.16515138991168
52,subject_0:compound_1:NA,3160,NA,Neutrophils,28.0,9.0
53,subject_0:compound_1:NA,3160,NA,Total Blasts,3539.0,271.0
54,subject_0:compound_2:NA,10,NA,CD3+ T cells,203.33333333333331,14.29452109492771
55,subject_0:compound_2:NA,10,NA,CD66b+ Granulocytes,41.333333333333336,4.041451884327381
56,subject_0:compound_2:NA,10,NA,Erythrocytes,26.33333333333333,4.163331998932266
57,subject_0:compound_2:NA,10,NA,Lymphocytes,353.3333333333333,40.72263907623539
58,subject_0:compound_2:NA,10,NA,Neutrophils,43.0,2.6457513110645907
59,subject_0:compound_2:NA,10,NA,Total Blasts,7677.666666666667,1629.4484752005303
60,subject_0:compound_2:NA,100,NA,CD3+ T cells,208.66666666666663,8.386497083606082
61,subject_0:compound_2:NA,100,NA,CD66b+ Granulocytes,52.66666666666666,8.504900548115383
62,subject_0:compound_2:NA,100,NA,Erythrocytes,38.66666666666666,7.371114795831994
63,subject_0:compound_2:NA,100,NA,Lymphocytes,343.6666666666667,9.865765724632494
64,subject_0:compound_2:NA,100,NA,Neutrophils,52.66666666666666,8.504900548115383
65,subject_0:compound_2:NA,100,NA,Total Blasts,3163.6666666666665,273.4453022696373
66,subject_0:compound_2:NA,1000,NA,CD3+ T cells,216.33333333333331,11.150485789118488
67,subject_0:compound_2:NA,1000,NA,CD66b+ Granulocytes,35.333333333333336,4.163331998932266
68,subject_0:compound_2:NA,1000,NA,Erythrocytes,55.333333333333336,2.8867513459481287
69,subject_0:compound_2:NA,1000,NA,Lymphocytes,316.6666666666667,18.929694486000912
70,subject_0:compound_2:NA,1000,NA,Neutrophils,35.333333333333336,4.163331998932266
71,subject_0:compound_2:NA,1000,NA,Total Blasts,1206.0,35.369478367654786
72,subject_0:compound_2:NA,10000,NA,CD3+ T cells,151.66666666666666,19.62990915244728
73,subject_0:compound_2:NA,10000,NA,CD66b+ Granulocytes,20.0,5.0
74,subject_0:compound_2:NA,10000,NA,Erythrocytes,74.66666666666667,17.502380790433435
75,subject_0:compound_2:NA,10000,NA,Lymphocytes,227.33333333333331,21.548395145191986
76,subject_0:compound_2:NA,10000,NA,Neutrophils,20.666666666666668,5.507570547286102
77,subject_0:compound_2:NA,10000,NA,Total Blasts,600.3333333333334,35.23256069793016
78,subject_0:compound_2:NA,31,NA,CD3+ T cells,88.0,137.96013917070394
79,subject_0:compound_2:NA,31,NA,CD66b+ Granulocytes,34.666666666666664,27.09858544893688
80,subject_0:compound_2:NA,31,NA,Erythrocytes,1528.6666666666667,2269.0284998944667
81,subject_0:compound_2:NA,31,NA,Lymphocytes,161.33333333333334,231.83255451582576
82,subject_0:compound_2:NA,31,NA,Neutrophils,35.0,27.05549851693737
83,subject_0:compound_2:NA,31,NA,Total Blasts,3576.0,3040.9766523273406
84,subject_0:compound_2:NA,316,NA,CD3+ T cells,217.66666666666663,27.392213005402343
85,subject_0:compound_2:NA,316,NA,CD66b+ Granulocytes,51.66666666666666,13.613718571108093
86,subject_0:compound_2:NA,316,NA,Erythrocytes,68.66666666666667,17.47378989610821
87,subject_0:compound_2:NA,316,NA,Lymphocytes,349.0,27.40437921208944
88,subject_0:compound_2:NA,316,NA,Neutrophils,51.66666666666666,13.613718571108093
89,subject_0:compound_2:NA,316,NA,Total Blasts,1514.3333333333333,43.09679029038397
90,subject_0:compound_2:compound_3,316,70.0,CD3+ T cells,186.66666666666663,16.165807537309522
91,subject_0:compound_2:compound_3,316,70.0,CD66b+ Granulocytes,28.33333333333333,8.144527815247077
92,subject_0:compound_2:compound_3,316,70.0,Erythrocytes,33.666666666666664,12.220201853215572
93,subject_0:compound_2:compound_3,316,70.0,Lymphocytes,285.0,10.14889156509222
94,subject_0:compound_2:compound_3,316,70.0,Neutrophils,28.33333333333333,8.144527815247077
95,subject_0:compound_2:compound_3,316,70.0,Total Blasts,2690.333333333333,475.6830177054183
96,subject_0:compound_2:NA,3160,NA,CD3+ T cells,191.0,53.3572862878164
97,subject_0:compound_2:NA,3160,NA,CD66b+ Granulocytes,30.0,14.730919862656236
98,subject_0:compound_2:NA,3160,NA,Erythrocytes,71.0,21.702534414210707
99,subject_0:compound_2:NA,3160,NA,Lymphocytes,252.66666666666663,80.78572481158619
100,subject_0:compound_2:NA,3160,NA,Neutrophils,30.0,14.730919862656236
101,subject_0:compound_2:NA,3160,NA,Total Blasts,1035.0,269.9851847787208
102,subject_0:compound_3:NA,2,NA,CD3+ T cells,208.33333333333331,12.858201014657272
103,subject_0:compound_3:NA,2,NA,CD66b+ Granulocytes,30.33333333333333,6.506407098647712
104,subject_0:compound_3:NA,2,NA,Erythrocytes,29.0,12.489995996796797
105,subject_0:compound_3:NA,2,NA,Lymphocytes,364.6666666666667,22.854612955229264
106,subject_0:compound_3:NA,2,NA,Neutrophils,31.666666666666668,5.033222956847166
107,subject_0:compound_3:NA,2,NA,Total Blasts,10609.333333333334,518.5135806643191
108,subject_0:compound_3:NA,22,NA,CD3+ T cells,203.33333333333331,21.361959960016154
109,subject_0:compound_3:NA,22,NA,CD66b+ Granulocytes,43.0,6.928203230275509
110,subject_0:compound_3:NA,22,NA,Erythrocytes,36.66666666666666,4.041451884327381
111,subject_0:compound_3:NA,22,NA,Lymphocytes,341.0,42.883563284783136
112,subject_0:compound_3:NA,22,NA,Neutrophils,45.333333333333336,5.859465277082316
113,subject_0:compound_3:NA,22,NA,Total Blasts,4374.666666666667,474.6633895017956
114,subject_0:compound_3:NA,221,NA,CD3+ T cells,176.0,38.69108424430621
115,subject_0:compound_3:NA,221,NA,CD66b+ Granulocytes,16.0,4.0
116,subject_0:compound_3:NA,221,NA,Erythrocytes,38.66666666666666,7.637626158259733
117,subject_0:compound_3:NA,221,NA,Lymphocytes,215.33333333333331,53.52880844305553
118,subject_0:compound_3:NA,221,NA,Neutrophils,16.333333333333332,3.5118845842842465
119,subject_0:compound_3:NA,221,NA,Total Blasts,3072.0,387.8491974982029
120,subject_0:compound_3:NA,2210,NA,CD3+ T cells,11.333333333333334,2.081665999466133
121,subject_0:compound_3:NA,2210,NA,CD66b+ Granulocytes,6.333333333333333,3.214550253664318
122,subject_0:compound_3:NA,2210,NA,Erythrocytes,37.333333333333336,5.859465277082316
123,subject_0:compound_3:NA,2210,NA,Lymphocytes,13.666666666666666,2.081665999466133
124,subject_0:compound_3:NA,2210,NA,Neutrophils,6.333333333333333,3.214550253664318
125,subject_0:compound_3:NA,2210,NA,Total Blasts,27.33333333333333,8.020806277010644
126,subject_0:compound_3:NA,7,NA,CD3+ T cells,207.33333333333331,24.172987679087857
127,subject_0:compound_3:NA,7,NA,CD66b+ Granulocytes,36.66666666666666,8.504900548115382
128,subject_0:compound_3:NA,7,NA,Erythrocytes,24.33333333333333,5.033222956847167
129,subject_0:compound_3:NA,7,NA,Lymphocytes,359.6666666666667,41.50100400391939
130,subject_0:compound_3:NA,7,NA,Neutrophils,39.333333333333336,8.082903768654761
131,subject_0:compound_3:NA,7,NA,Total Blasts,9994.666666666666,518.4325735651005
132,subject_0:compound_3:NA,70,NA,CD3+ T cells,202.66666666666663,19.03505538035898
133,subject_0:compound_3:NA,70,NA,CD66b+ Granulocytes,49.333333333333336,8.621678104251709
134,subject_0:compound_3:NA,70,NA,Erythrocytes,37.66666666666666,3.214550253664318
135,subject_0:compound_3:NA,70,NA,Lymphocytes,284.6666666666667,9.865765724632494
136,subject_0:compound_3:NA,70,NA,Neutrophils,51.0,8.18535277187245
137,subject_0:compound_3:NA,70,NA,Total Blasts,3141.6666666666665,48.52147290976783
138,subject_0:compound_3:NA,700,NA,CD3+ T cells,85.0,37.322915213043046
139,subject_0:compound_3:NA,700,NA,CD66b+ Granulocytes,13.0,6.082762530298219
140,subject_0:compound_3:NA,700,NA,Erythrocytes,86.33333333333333,13.203534880225574
141,subject_0:compound_3:NA,700,NA,Lymphocytes,116.66666666666669,59.65176722724427
142,subject_0:compound_3:NA,700,NA,Neutrophils,14.333333333333334,8.386497083606082
143,subject_0:compound_3:NA,700,NA,Total Blasts,2101.0,84.43340571124678
144,subject_0:compound_4:NA,10,NA,CD3+ T cells,205.66666666666663,2.081665999466133
145,subject_0:compound_4:NA,10,NA,CD66b+ Granulocytes,28.33333333333333,8.736894948054106
146,subject_0:compound_4:NA,10,NA,Erythrocytes,26.33333333333333,12.423096769056148
147,subject_0:compound_4:NA,10,NA,Lymphocytes,347.3333333333333,14.571661996262929
148,subject_0:compound_4:NA,10,NA,Neutrophils,30.0,10.583005244258365
149,subject_0:compound_4:NA,10,NA,Total Blasts,10615.333333333334,840.5149215411545
150,subject_0:compound_4:NA,100,NA,CD3+ T cells,191.33333333333331,6.429100507328636
151,subject_0:compound_4:NA,100,NA,CD66b+ Granulocytes,38.0,5.196152422706632
152,subject_0:compound_4:NA,100,NA,Erythrocytes,34.333333333333336,7.094598884597588
153,subject_0:compound_4:NA,100,NA,Lymphocytes,363.0,17.69180601295413
154,subject_0:compound_4:NA,100,NA,Neutrophils,40.333333333333336,5.686240703077327
155,subject_0:compound_4:NA,100,NA,Total Blasts,8793.333333333334,484.4381625484653
156,subject_0:compound_4:NA,1000,NA,CD3+ T cells,187.0,16.64331697709324
157,subject_0:compound_4:NA,1000,NA,CD66b+ Granulocytes,54.0,2.6457513110645907
158,subject_0:compound_4:NA,1000,NA,Erythrocytes,56.66666666666666,5.507570547286102
159,subject_0:compound_4:NA,1000,NA,Lymphocytes,326.6666666666667,2.8867513459481287
160,subject_0:compound_4:NA,1000,NA,Neutrophils,55.333333333333336,3.5118845842842465
161,subject_0:compound_4:NA,1000,NA,Total Blasts,3089.0,94.06380813043876
162,subject_0:compound_4:NA,10000,NA,CD3+ T cells,149.0,4.358898943540674
163,subject_0:compound_4:NA,10000,NA,CD66b+ Granulocytes,46.66666666666666,8.504900548115383
164,subject_0:compound_4:NA,10000,NA,Erythrocytes,56.333333333333336,15.37313674346694
165,subject_0:compound_4:NA,10000,NA,Lymphocytes,277.3333333333333,7.094598884597588
166,subject_0:compound_4:NA,10000,NA,Neutrophils,47.66666666666666,9.018499505645789
167,subject_0:compound_4:NA,10000,NA,Total Blasts,1658.6666666666667,155.0526792201068
168,subject_0:compound_4:NA,31,NA,CD3+ T cells,238.66666666666663,15.534906930308058
169,subject_0:compound_4:NA,31,NA,CD66b+ Granulocytes,30.0,3.0
170,subject_0:compound_4:NA,31,NA,Erythrocytes,29.33333333333333,3.7859388972001824
171,subject_0:compound_4:NA,31,NA,Lymphocytes,393.0,45.033320996790806
172,subject_0:compound_4:NA,31,NA,Neutrophils,31.0,3.0
173,subject_0:compound_4:NA,31,NA,Total Blasts,10051.666666666666,670.4060958354521
174,subject_0:compound_4:NA,316,NA,CD3+ T cells,199.33333333333331,2.309401076758504
175,subject_0:compound_4:NA,316,NA,CD66b+ Granulocytes,52.66666666666666,2.516611478423583
176,subject_0:compound_4:NA,316,NA,Erythrocytes,44.333333333333336,16.441816606851365
177,subject_0:compound_4:NA,316,NA,Lymphocytes,361.6666666666667,45.78573285788198
178,subject_0:compound_4:NA,316,NA,Neutrophils,55.0,1.7320508075688772
179,subject_0:compound_4:NA,316,NA,Total Blasts,6471.666666666667,205.05202591862712
180,subject_0:compound_4:NA,3160,NA,CD3+ T cells,177.0,4.58257569495584
181,subject_0:compound_4:NA,3160,NA,CD66b+ Granulocytes,56.333333333333336,9.451631252505216
182,subject_0:compound_4:NA,3160,NA,Erythrocytes,63.0,15.132745950421556
183,subject_0:compound_4:NA,3160,NA,Lymphocytes,319.3333333333333,12.8970280814354
184,subject_0:compound_4:NA,3160,NA,Neutrophils,57.66666666666666,9.291573243177568
185,subject_0:compound_4:NA,3160,NA,Total Blasts,2109.333333333333,191.77156549742543
186,subject_0:Dimethyl Sulfoxide:NA,0,NA,CD3+ T cells,181.75,54.05486630663859
187,subject_0:Dimethyl Sulfoxide:NA,0,NA,CD66b+ Granulocytes,35.625,14.53014108672039
188,subject_0:Dimethyl Sulfoxide:NA,0,NA,Erythrocytes,292.0,738.6435444206398
189,subject_0:Dimethyl Sulfoxide:NA,0,NA,Lymphocytes,311.25,93.890133362655
190,subject_0:Dimethyl Sulfoxide:NA,0,NA,Neutrophils,36.875,14.44632924210952
191,subject_0:Dimethyl Sulfoxide:NA,0,NA,Total Blasts,9940.25,1541.9013077551826
192,subject_0:compound_6:NA,1,NA,CD3+ T cells,212.66666666666663,23.18045153428495
193,subject_0:compound_6:NA,1,NA,CD66b+ Granulocytes,51.0,14.730919862656236
194,subject_0:compound_6:NA,1,NA,Erythrocytes,29.0,3.605551275463989
195,subject_0:compound_6:NA,1,NA,Lymphocytes,385.0,48.49742261192856
196,subject_0:compound_6:NA,1,NA,Neutrophils,52.66666666666666,15.37313674346694
197,subject_0:compound_6:NA,1,NA,Total Blasts,11493.333333333334,867.6164667255534
198,subject_0:compound_6:NA,10,NA,CD3+ T cells,197.66666666666663,19.13983629327413
199,subject_0:compound_6:NA,10,NA,CD66b+ Granulocytes,38.66666666666666,5.131601439446884
200,subject_0:compound_6:NA,10,NA,Erythrocytes,28.666666666666668,5.131601439446884
201,subject_0:compound_6:NA,10,NA,Lymphocytes,317.3333333333333,32.86842456421258
202,subject_0:compound_6:NA,10,NA,Neutrophils,39.333333333333336,5.507570547286102
203,subject_0:compound_6:NA,10,NA,Total Blasts,5653.666666666667,562.2288976327465
204,subject_0:compound_6:NA,100,NA,CD3+ T cells,178.0,34.39476704383968
205,subject_0:compound_6:NA,100,NA,CD66b+ Granulocytes,12.666666666666666,6.506407098647712
206,subject_0:compound_6:NA,100,NA,Erythrocytes,57.0,8.717797887081348
207,subject_0:compound_6:NA,100,NA,Lymphocytes,252.66666666666663,39.57692930652065
208,subject_0:compound_6:NA,100,NA,Neutrophils,13.0,7.0
209,subject_0:compound_6:NA,100,NA,Total Blasts,3256.6666666666665,248.34720319209015
210,subject_0:compound_6:NA,1000,NA,CD3+ T cells,68.66666666666667,16.010413278030438
211,subject_0:compound_6:NA,1000,NA,CD66b+ Granulocytes,8.0,4.0
212,subject_0:compound_6:NA,1000,NA,Erythrocytes,28.0,3.605551275463989
213,subject_0:compound_6:NA,1000,NA,Lymphocytes,88.66666666666667,17.243356208503418
214,subject_0:compound_6:NA,1000,NA,Neutrophils,8.0,4.0
215,subject_0:compound_6:NA,1000,NA,Total Blasts,8.0,5.5677643628300215
216,subject_0:compound_6:NA,3,NA,CD3+ T cells,210.33333333333331,18.33939293797189
217,subject_0:compound_6:NA,3,NA,CD66b+ Granulocytes,34.0,6.082762530298219
218,subject_0:compound_6:NA,3,NA,Erythrocytes,31.33333333333333,5.131601439446884
219,subject_0:compound_6:NA,3,NA,Lymphocytes,376.3333333333333,42.09908945967042
220,subject_0:compound_6:NA,3,NA,Neutrophils,36.0,7.0
221,subject_0:compound_6:NA,3,NA,Total Blasts,10387.666666666666,1124.283920250278
222,subject_0:compound_6:NA,31,NA,CD3+ T cells,179.0,48.507731342539614
223,subject_0:compound_6:NA,31,NA,CD66b+ Granulocytes,43.333333333333336,21.22105872319601
224,subject_0:compound_6:NA,31,NA,Erythrocytes,38.66666666666666,12.342339054382412
225,subject_0:compound_6:NA,31,NA,Lymphocytes,226.0,83.45058418010026
226,subject_0:compound_6:NA,31,NA,Neutrophils,44.0,22.33830790368868
227,subject_0:compound_6:NA,31,NA,Total Blasts,3335.6666666666665,226.4736923647719
228,subject_0:compound_6:NA,316,NA,CD3+ T cells,134.5,23.33452377915607
229,subject_0:compound_6:NA,316,NA,CD66b+ Granulocytes,14.0,0.0
230,subject_0:compound_6:NA,316,NA,Erythrocytes,82.5,19.091883092036785
231,subject_0:compound_6:NA,316,NA,Lymphocytes,165.5,30.405591591021544
232,subject_0:compound_6:NA,316,NA,Neutrophils,14.0,0.0
233,subject_0:compound_6:NA,316,NA,Total Blasts,147.5,3.5355339059327378
234,subject_0:compound_7:NA,22,NA,CD3+ T cells,187.0,18.734993995195197
235,subject_0:compound_7:NA,22,NA,CD66b+ Granulocytes,52.333333333333336,8.082903768654761
236,subject_0:compound_7:NA,22,NA,Erythrocytes,64.33333333333333,24.90649179096352
237,subject_0:compound_7:NA,22,NA,Lymphocytes,268.3333333333333,56.08327142146162
238,subject_0:compound_7:NA,22,NA,Neutrophils,54.0,8.54400374531753
239,subject_0:compound_7:NA,22,NA,Total Blasts,10419.333333333334,478.7633374991587
240,subject_0:compound_7:NA,225,NA,CD3+ T cells,149.66666666666666,19.857828011475306
241,subject_0:compound_7:NA,225,NA,CD66b+ Granulocytes,31.33333333333333,10.016652800877813
242,subject_0:compound_7:NA,225,NA,Erythrocytes,39.66666666666666,6.658328118479393
243,subject_0:compound_7:NA,225,NA,Lymphocytes,208.66666666666663,44.73626418615365
244,subject_0:compound_7:NA,225,NA,Neutrophils,32.333333333333336,9.60902353693305
245,subject_0:compound_7:NA,225,NA,Total Blasts,6258.666666666667,1451.4938282105554
246,subject_0:compound_7:NA,2250,NA,CD3+ T cells,80.33333333333333,39.878983604567125
247,subject_0:compound_7:NA,2250,NA,CD66b+ Granulocytes,40.333333333333336,9.29157324317757
248,subject_0:compound_7:NA,2250,NA,Erythrocytes,62.66666666666666,36.93688310257558
249,subject_0:compound_7:NA,2250,NA,Lymphocytes,93.33333333333331,43.15476026272575
250,subject_0:compound_7:NA,2250,NA,Neutrophils,40.66666666666666,9.073771725877467
251,subject_0:compound_7:NA,2250,NA,Total Blasts,3524.6666666666665,393.1085515901853
252,subject_0:compound_7:NA,7,NA,CD3+ T cells,174.66666666666666,55.58177159225255
253,subject_0:compound_7:NA,7,NA,CD66b+ Granulocytes,49.333333333333336,10.692676621563628
254,subject_0:compound_7:NA,7,NA,Erythrocytes,69.66666666666667,29.022979401386987
255,subject_0:compound_7:NA,7,NA,Lymphocytes,249.66666666666663,99.10768554119974
256,subject_0:compound_7:NA,7,NA,Neutrophils,52.0,11.532562594670797
257,subject_0:compound_7:NA,7,NA,Total Blasts,10903.0,406.45663975386105
258,subject_0:compound_7:NA,71,NA,CD3+ T cells,218.0,16.522711641858304
259,subject_0:compound_7:NA,71,NA,CD66b+ Granulocytes,39.66666666666666,7.371114795831994
260,subject_0:compound_7:NA,71,NA,Erythrocytes,38.333333333333336,2.516611478423583
261,subject_0:compound_7:NA,71,NA,Lymphocytes,322.3333333333333,45.96012764705222
262,subject_0:compound_7:NA,71,NA,Neutrophils,42.0,8.54400374531753
263,subject_0:compound_7:NA,71,NA,Total Blasts,10384.666666666666,485.5968835704502
264,subject_0:compound_7:NA,712,NA,CD3+ T cells,122.66666666666669,24.11085509336683
265,subject_0:compound_7:NA,712,NA,CD66b+ Granulocytes,34.333333333333336,4.509249752822894
266,subject_0:compound_7:NA,712,NA,Erythrocytes,37.333333333333336,9.29157324317757
267,subject_0:compound_7:NA,712,NA,Lymphocytes,151.33333333333334,29.68725877094976
268,subject_0:compound_7:NA,712,NA,Neutrophils,35.0,4.58257569495584
269,subject_0:compound_7:NA,712,NA,Total Blasts,5426.0,115.3082824431966
270,subject_0:compound_7:NA,7120,NA,CD3+ T cells,95.0,13.45362404707371
271,subject_0:compound_7:NA,7120,NA,CD66b+ Granulocytes,35.0,4.0
272,subject_0:compound_7:NA,7120,NA,Erythrocytes,45.66666666666666,10.263202878893768
273,subject_0:compound_7:NA,7120,NA,Lymphocytes,108.0,10.44030650891055
274,subject_0:compound_7:NA,7120,NA,Neutrophils,36.333333333333336,5.033222956847167
275,subject_0:compound_7:NA,7120,NA,Total Blasts,2549.0,121.87288459702592
276,subject_1:compound_1:NA,10,NA,CD3+ T cells,599.6666666666666,18.175074506954115
277,subject_1:compound_1:NA,10,NA,CD66b+ Granulocytes,0.3333333333333333,0.5773502691896258
278,subject_1:compound_1:NA,10,NA,Erythrocytes,2.333333333333333,1.5275252316519468
279,subject_1:compound_1:NA,10,NA,Lymphocytes,705.3333333333334,20.984120980716188
280,subject_1:compound_1:NA,10,NA,Neutrophils,0.6666666666666666,0.5773502691896258
281,subject_1:compound_1:NA,10,NA,Total Blasts,2372.333333333333,156.69822377210704
282,subject_1:compound_1:NA,100,NA,CD3+ T cells,723.0,90.35485598461214
283,subject_1:compound_1:NA,100,NA,CD66b+ Granulocytes,0.3333333333333333,0.5773502691896258
284,subject_1:compound_1:NA,100,NA,Erythrocytes,5.0,1.0
285,subject_1:compound_1:NA,100,NA,Lymphocytes,843.6666666666666,87.7857239722572
286,subject_1:compound_1:NA,100,NA,Neutrophils,1.3333333333333333,1.5275252316519468
287,subject_1:compound_1:NA,100,NA,Total Blasts,2934.0,378.714932369982
288,subject_1:compound_1:NA,1000,NA,CD3+ T cells,758.3333333333334,31.659648345067467
289,subject_1:compound_1:NA,1000,NA,CD66b+ Granulocytes,0.0,0.0
290,subject_1:compound_1:NA,1000,NA,Erythrocytes,1.0,1.0
291,subject_1:compound_1:NA,1000,NA,Lymphocytes,884.0,28.053520278211074
292,subject_1:compound_1:NA,1000,NA,Neutrophils,1.6666666666666667,0.5773502691896257
293,subject_1:compound_1:NA,1000,NA,Total Blasts,1011.3333333333334,62.96295206971583
294,subject_1:compound_1:NA,10000,NA,CD3+ T cells,596.0,123.66082645688569
295,subject_1:compound_1:NA,10000,NA,CD66b+ Granulocytes,0.0,0.0
296,subject_1:compound_1:NA,10000,NA,Erythrocytes,1.3333333333333333,0.5773502691896257
297,subject_1:compound_1:NA,10000,NA,Lymphocytes,734.6666666666666,152.91936873180367
298,subject_1:compound_1:NA,10000,NA,Neutrophils,0.0,0.0
299,subject_1:compound_1:NA,10000,NA,Total Blasts,6.666666666666667,4.041451884327381
300,subject_1:compound_1:NA,31,NA,CD3+ T cells,675.0,40.59556626036888
301,subject_1:compound_1:NA,31,NA,CD66b+ Granulocytes,0.3333333333333333,0.5773502691896258
302,subject_1:compound_1:NA,31,NA,Erythrocytes,2.333333333333333,1.5275252316519468
303,subject_1:compound_1:NA,31,NA,Lymphocytes,795.6666666666666,56.41217362709341
304,subject_1:compound_1:NA,31,NA,Neutrophils,1.6666666666666667,1.5275252316519463
305,subject_1:compound_1:NA,31,NA,Total Blasts,2900.333333333333,148.52048119142805
306,subject_1:compound_1:NA,316,NA,CD3+ T cells,725.6666666666666,33.38163167571851
307,subject_1:compound_1:NA,316,NA,CD66b+ Granulocytes,0.6666666666666666,0.5773502691896258
308,subject_1:compound_1:NA,316,NA,Erythrocytes,5.666666666666667,1.5275252316519463
309,subject_1:compound_1:NA,316,NA,Lymphocytes,859.6666666666666,34.29771615331454
310,subject_1:compound_1:NA,316,NA,Neutrophils,1.6666666666666667,1.5275252316519463
311,subject_1:compound_1:NA,316,NA,Total Blasts,2492.333333333333,46.37168676394394
312,subject_1:compound_1:NA,3160,NA,CD3+ T cells,678.3333333333334,84.29313930168536
313,subject_1:compound_1:NA,3160,NA,CD66b+ Granulocytes,0.3333333333333333,0.5773502691896258
314,subject_1:compound_1:NA,3160,NA,Erythrocytes,1.0,1.0
315,subject_1:compound_1:NA,3160,NA,Lymphocytes,786.0,88.06815542521599
316,subject_1:compound_1:NA,3160,NA,Neutrophils,0.6666666666666666,0.5773502691896258
317,subject_1:compound_1:NA,3160,NA,Total Blasts,54.66666666666666,8.736894948054106
